actividad,prestatario,vacantes,nombre_largo,nombre_del_programa,fecha_inicio,fecha_termino,objetivo,justificación,domicilio,representante,medios_de_contacto_con_el_representante,apoyos
APOYO ADMINISTRATIVO A DISTANCIA ALUMNOS EXTERNOS,CECYT NO. 12 (100101300),19,"CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS NO. 12 ""JOSE MARIA MORELOS Y PAVON""",SERVICIO SOCIAL PARA ALUMNOS EXTERNOS DEL CECYT #12 (02100a2013),2022-04-01,2023-03-31,LA NECESIDAD DE CONTAR CON PASANTES Y TECNICOS PARA APOYO A LAS ACTIVIDADES SUSTANTIVAS EN DIFERENTES AREAS DEL PLANTEL,SE REQUIEREN PROFESIONISTAS Y TECNICOS CON EL PERFIL SOLICITADO PARA APOYO EN DIFERENTES AREAS,"Calle: PASEO DE LAS JACARANDAS, Núm. exterior: 196, Núm. interior: S/N, Colonia: SANTA MARÍA INSURGENTES, Delegación o Municipio: CUAUHTÉMOC",ITALIA JESICA MARTINEZ MEDRANO,"e-mail: apoyos.educativos@cecyt12.edu.mx, Tel: 57296000 Ext: 66313, Fax:","CAPACITACIÓN, MATERIAL Y EQUIPO,"
APOYO ADMINISTRATIVO,DELEGACION DE FISCALIZACION DE TLALNEPANTLA (240107014),24,DIRECCION GENERAL DE FISCALIZACION/SECRETARIA DE FINANZAS/GOBIERNO DEL ESTADO DE MEXICO,ELABORACION DE PAPELES DE TRABAJO (05172H5727),2022-06-01,2023-05-31,"QUE LOS ALUMNOS PONGAN EN PRACTICA LOS CONOCIMIENTOS ADQUIRIDOS A NIVEL TEORICO/PRACTICO, LO QUE PERMITIRA CONOCER EL CAMPO LABORAL AL QUE SE INCORPORAN DE LLENO UNA VEZ CONCLUIDA SU FORMACION",fortalecer el apoyo y cooperación profesional de dicha Institución Educativa y nuestra Asociación para asi brindarles una mejor atencion a los prestadores de servicio social,"Calle: MARIANO ESCOBEDO, Núm. exterior: 107, Núm. interior: S/N, Colonia: CENTRO, Delegación o Municipio: TLALNEPANTLA",JESUS CHRISTIAN GARCIA CASANOVA,"e-mail: tamita_ang@hotmail.com, Tel: 55653538, Fax:","ASESORÍA,"
COADYUVAR EN LA EXPLORACIÓN DE ACCIONES PREVENTIVAS Y CORRECTIVAS DEL EQUIPO DE CÓMPUTO,IMSS NORTE (241501338),3,"IMSS DELEGACION NORTE, DE LA CIUDAD DE MÉXICO",SEGURIDAD Y SOLIDARIDAD SOCIAL II (05495f4976),2022-05-16,2023-05-15,"APOYO A LAS DIRFERENTES AREAS DEL INSTITUTO, PARA UN MEJOR SERVICIO A LA COMUNIDAD EN GENERAL","CONTAR CON ALUMNOS DE SERVICIO SOCIAL, SERA DE GRAN AYUDA PARA EL INSTITUTO EN APOYO AL PERSONAL DEL MISMO Y APOYO A LA COMUNIDAD EN GENERAL. Y ELLOS ADQUIERAN EXPERIENCIA LABORAL.","Calle: MATANZAS, Núm. exterior: 678, Núm. interior: S/N, Colonia: LINDAVISTA, Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",MARIA DEL ROSARIO CALDERON GONZALEZ,"e-mail: jenedyth.alarcon@imss.gob.mx, Tel: 20090225, Fax:","MATERIAL Y EQUIPO, PAPELERÍA,"
APOYAR A LAS ACTIVIDADES ACADÉMICAS Y ADMINISTRATIVAS A TRAVÉS DE LA MODALIDAD A DISTANCIA.,ENMYH (100112800),10,ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,COMPUTACION E INFORMATICA Y SISTEMAS (22540a4144),2022-03-16,2023-03-15,LOGRAR EL DESARROLLO DE SUS HABILIDADES Y DESTREZAS DEL PERFIL ACADEMICO Y LA SOCIEDAD,PARA QUE LOS ALUMNOS DESARROLLEN SU PERFIL ACADEMICO Y DESARROLLO DE LA SOCIEDAD,"Calle: GUILLERMO MASSIEU HELGUERA, Núm. exterior: 239, Núm. interior: S/N, Colonia: LA ESCALERA, Delegación o Municipio: G A M",FERNANDO SÁNCHEZ MARTÍNEZ,"e-mail: serviciosocialupisenmh@gmail.com, Tel: 57296000 ext.55504, Fax: 55500","ASESORÍA, BIBLIOGRAFÍA, MATERIAL Y EQUIPO, PAPELERÍA,"
REALIZACION DE PROGRAMAS EN RED,CECYT NO. 14 (100101500),450,"CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS NO. 14 ""LUIS ENRIQUE ERRO""",SERVICIO SOCIAL EXTERNO CECYT 14 LEE (A DISTANCIA) (05120a8317),2021-11-01,2022-10-31,Que los alumnos se comprometan a desarrollar y poner en práctica sus conocimientos en las diferentes actividades académico administrativas a realizar durante su servicio social a distancia.,Contar con alumnos comprometidos con su servicio social. Poder cumplir en tiempo y forma con lo programado.,"Calle: PELUQUEROS ESQ. ORFEBRERIA, Núm. exterior: S/N, Núm. interior: S/N, Colonia: MICHOACANA, Delegación o Municipio: VENUSTIANO CARRANZA",SUSANA SALDAÑA CHAVEZ,"e-mail: susana.nao@live.com.mx, Tel: 56242000 ext.70869, Fax:","ASESORÍA, CAPACITACIÓN,"
"INVESTIGACIÓN, DISEÑO, DESARROLLO, DOCUMENTACIÓN DE DIFERENTES PROYECTOS A DISTANCIA",INPI (210000200),2,INSTITUTO NACIONAL DE LOS PUEBLOS INDIGENAS,PROYECTO A DISTANCIA “MIS RAÍCES INDIGENAS” (05005c8642),2022-03-01,2023-02-28,"Captar y Coordinar a distancia a los Prestadores de Servicio Social y Prácticas Profesionales de diferentes instancias académicas para apoyar y fortalecer a distancia a los diferentes programas instrumentados por el INPI, contribuyendo al cumplimiento de los objetivos institucionales en beneficio de la implementación de los derechos de los pueblos indígenas y afromexicano","Con de sensibilizarlos ante la problemática de la población Indígenas del país, conociendo su cultura, economía, derechos, sus prácticas sociales, el proceso organizativo regional además de conocer de primera mano la operación de las políticas públicas dirigidas a ésta importante población de nuestro país.","Calle: AV. MÉXICO COYOACAN, Núm. exterior: 343, Núm. interior: S/N, Colonia: XOCO, Delegación o Municipio: BENITO JUÁREZ",ISABEL ESTELA HERNANDEZ ESQUIVEL,"e-mail: isabele_he@inpi.gob.mx, Tel: 91 83 21 00 ext. 7347, Fax: ext. 7382","BECA ECONÓMICA, Monto del Apoyo $ , CAPACITACIÓN,"
APOYAR EN LAS DIFERENTES AREAS DE LA ESCUELA,CECYT NO. 4 (100100500),85,"CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS NO. 4 ""LAZARO CARDENAS DEL RIO""",004-CECYT LÁZARO CÁRDENAS SERVICIO SOCIAL EXTERNO A DISTANCIA (05160a8254),2021-09-01,2022-08-31,SOLVENTAR LAS NECESIDADES DEL APOYO AL TRABAJO ACADÉMICO ADMINISTRATIVO A DISTANCIA,EL ARRIBO DEL NUEVO MODELO EDUCATIVO TRAE CONSIGO LA NECESIDAD DE INTEGRAR A PRESTADORES DE SERVICIO SOCIAL A DISTANCIA,"Calle: AV. CONSTITUYENTES, Núm. exterior: 813, Núm. interior: 813, Colonia: BELEM DE LAS FLORES, Delegación o Municipio: ALVARO OBREGON",FABIOLA SANCHEZ GOMEZ,"e-mail: fsanchezgo@ipn.mx, Tel: 57296000 ext 67314, Fax:","ASESORÍA, BIBLIOGRAFÍA,"
"APOYO TECNICO Y ADMINISTRATIVO A TODAS LAS ACADEMIAS, LABORATORIOS Y DEPARTAMENTOS",ESIA ZACATENCO (100102300),261,"ESCUELA SUPERIOR DE INGENIERIA Y ARQUITECTURA, UNIDAD ZACATENCO",ESIA ZACATENCO SERVICIO SOCIAL EXTERNO (A DISTANCIA) (05270a8264),2022-03-01,2023-03-30,El presentador de servicio social asistirá al Personal docente (Nivel Licenciatura) en el uso de las plataformas autorizadas por el IPN para la actividad académica y administrativa en línea.,"El programa beneficia al cuerpo docente que no cuenta con las competencias, para el uso de dichas tecnologías o desea reafirmarlas como instrumento para impartición de clases y en su caso actividades administrativas, así como beneficiar al alumnado que, por motivos de seguridad sanitaria, no pueden realizar su servicio social de forma presencial y lo realizarán a distancia.","Calle: JUAN DE DIOS BATIZ, Núm. exterior: S/N, Núm. interior: S/N, Colonia: ZACATENCO, Delegación o Municipio: G.A.M",RAÚL MANJARREZ ÁNGELES,"e-mail: servsoc_esiaz@ipn.mx, Tel: 57296000 est.- 53115, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO,"
APOYO A TRAVÉS DEL LUSO DE LAS TECNOLOGÍAS PARA UNA MEJOR GESTIÓN EN EL ÁREA ACADÉMICA A DISTANCIA,CECYT NO. 13 (100101400),73,"CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS NO. 13 ""RICARDO FLORES MAGON""",PRESTADORES DE SERVICIO SOCIAL EXTERNOS EN APOYO AL CECYT 13 (02110a1987),2022-03-01,2023-02-28,"Para el eficiente desarrollo de las actividades, se requiere de alumnos de servicio social con conocimientos y habilidades que apoyen dichas acciones, aplicando la teoria adquirida en el aula a fin de mejorar el buen funcionamiento de las mismas.","Se requiere prestadores con habilidades y capacidades de las tres àreas del conocimiento tanto del nivel medio superior y superior, con el fin de contribuir y mejorar las actividades acadèmicas.","Calle: AV. TAXQUEÑA, Núm. exterior: 1620, Núm. interior: S/N, Colonia: PASEOS DE TAXQUEÑA, Delegación o Municipio: COYOACAN",SUSANA MARTINEZ MERLOS,"e-mail: sersoc.cecyt13@ipn.mx, Tel: 57296000 ext: 72345, Fax:","MATERIAL Y EQUIPO, PAPELERÍA,"
"SOPORTE TÉCNICO, APOYO AL ÁREA DE SISTEMAS, PROGRAMACIÓN",IMJUVE (241304000),2,INSTITUTO MEXICANO DE LA JUVENTUD,EQUIDAD Y DESARROLLO PARA LA JUVENTUD (ETAPA 2) (22093c1837),2022-08-16,2023-08-15,"AMPLIAR LOS ESPACIOS DE PARTICIPACIÓN DE LOS JÓVENES ESTUDIANTES MEDIANTE LA REALIZACIÓN DEL SERVICIO SOCIAL, APLICANDO SUS CONOCIMIENTOS Y HABILIDADES","OFRECER A LOS JÓVENES UN SERVICIO SOCIAL DIRIGIDO A LA POBLACIÓN JUVENIL, LOGRANDO UNA PLENA IDENTIFICACIÓN E INTEGRACIÓN CON ESTE SECTOR","Calle: SERAPIO RENDÓN, Núm. exterior: 76, Núm. interior: S/N, Colonia: SAN RAFAEL, Delegación o Municipio: CUAUHTÉMOC",FIDEL KALAX RUIZ BURGUETE,"e-mail: ssocial@imjuventud.gob.mx, Tel: 5515001300 ext: 1405, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO CON COLECTA DE FONDOS PARA BIBLIOTECAS ESCOLARES A DISTANCIA (ESCA Y ESIME),ESCUELA VESPERTINA BENITO JUÁREZ (241331045),143,ESCUELA VESPERTINA BENITO JUÁREZ,APOYO COLECTA DE LIBROS Y MATERIAL DIDÁCTICO PARA BIBLIOTECA ESCOLAR A DISTANCIA (ESCA Y ESIME) (05841c8863),2021-12-15,2022-12-16,"Con este proyecto se busca beneficiar durante este ciclo escolar a las y los estudiantes de las primarias Benito Juárez 11DPR3507L y Tierra y Libertad 11DPR3085U, ubicadas en comunidades de la ciudad de Guanajuato, así como otras ubicadas en la Zona 101 de la ciudad de León; en donde se han puesto como objetivo la promoción de la lectura entre sus alumnos y el pleno desarrollo de estos, sin embargo, hace falta acrecentar el acervo bibliográfico y lúdico de las escuelas para lograrlo.","Se realizará una colecta de 20 mil libros y material didáctico para la creación de bibliotecas y ludotecas infantiles o, en su defecto, para abastecer las bibliotecas de aula de las escuelas primarias ubicadas en zonas de alta marginación. Los materiales recaudados podrán ser nuevos o usados. Cualquier material con un fin educativo y que promueva el desarrollo físico, mental y social de los niños.","Calle: CORREGIDORA, Núm. exterior: SN, Núm. interior: S/N, Colonia: LA SAUCEDA, Delegación o Municipio: GUANAJUATO",KARLA ESMERALDA ESCOBAR HERNÁNDEZ,"e-mail: esmeralda.escobar.ed@gmail.com, Tel: 4778529393, Fax:","ASESORÍA, CAPACITACIÓN,"
"APOYO ADMINISTRATIVO, ACADEMICO, INFORMATICO, DIRECCION, PROCESOS",DIRECCION DE EDUCACION SUPERIOR (100202200),395,"DIRECCION DE EDUCACION SUPERIOR, SECRETARIA ACADEMICA",REALIZAR ACTIVIDADES DE APOYO SUSTANTIVAS A LA DES A DISTANCIA (05075a8802),2022-04-01,2023-03-31,DAR A LOS ALUMNOS HERRAMIENTAS PARA PODER ENFRENTAR LA VIDA LABORAL CON CONOCIMIENTOS SOLIDOS REALIZADOS A DISTANCIA.,GENERAR EN LOS ALUMNOS LA EXPERIENCIA NECESARIA PARA PODER COMPETIR EN EL MUNDO LABORAL REALIOADOS A DISTANCIA.,"Calle: AV. LUIS ENRIQUE ERRO, Núm. exterior: S/N, Núm. interior: S/N, Colonia: LINDAVISTA, Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",MAURICIO IGOR JASSO ZARANDA,"e-mail: des@ipn.mx, Tel: 57296000 ext 50521, Fax:","ASESORÍA, CAPACITACIÓN, PAPELERÍA,"
APOYO A DISTANCIA EN ACTIVIDADES DOCENTES Y ADMINISTRATIVAS,CECYT NO. 7 (100100800),881,"CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS NO. 7 ""CUAUHTEMOC""",SERVICIO SOCIAL EN APOYO A ACTIVIDADES DOCENTES Y ADMINISTRATIVAS (EXTERNOS) (22190a2566),2022-03-01,2023-02-28,Contar con el apoyo de prestadores de servicio social del Instituto y de todas las especialidades en las tareas académico administrativas del plantel,Los perfiles requeridos contribuiran a la buena marcha de las actividades académicas y adminsitrativas ya que con la especialización de los alumnos el plantel alcanzará altos niveles de eficiencia y calidad.,"Calle: AVENIDA ERMITA IZTAPALAPA, Núm. exterior: 3241, Núm. interior: S/N, Colonia: SANTA MARIA AZTAHUACÁN, Delegación o Municipio: IZTAPALAPA",MARIA DE LOURDES PEREGRINO SANCHEZ,"e-mail: deptoextencion7@ipn.mx, Tel: (55) 57 29 60 00 ext. 72028 y 72042, Fax:","CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
ASISTENCIA EN LA CREACIÓN DE BASES DE DATOS Y SISTEMA INFORMÁTICO DE BENEFICIARIOS,FUNAET AC (300301142),6,FUNDACIÓN ARTE EDUCACIÓN Y TALENTO COMPARTIDO A.C.,PROGRAMA TALENTO (05336k5394),2022-06-16,2023-06-15,"Vincular a estudiantes y recién egresados de instituciones de educación media superior y superior con el sector productivo, a través de un curso académico complementado de una practica empresarial.","La falta de vinculación del sector productivo y académico hace más difícil la incorporación de jóvenes sin experiencia laboral en el mercado laboral, es por ello que se establece esta unidad de vinculación y acercamiento entre estos dos sectores buscando el beneficio para ambos actores.","Calle: PROLONGACION REAL DE GUADALUPE, Núm. exterior: 88, Núm. interior: S/N, Colonia: SANTA ROSA XOCHIAC, Delegación o Municipio: ÁLVARO OBREGON",IRAIS GRANADOS TORRES,"e-mail: dtalento@funaet.org.mx, Tel: 5563947778, Fax:","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, DIRECCIÓN DE TESIS, MATERIAL Y EQUIPO, OPCIÓN A TESIS, PAPELERÍA,"
APOYAR EN ACTIVIDADES DIVERSAS DEL MUNICIPIO A DISTANCIA,AYUNTAMIENTO DE TLALNEPANTLA (240103500),-17,HONORABLE AYUNTAMIENTO CONSTITUCIONAL DE TLALNEPANTLA DE BAZ,LA EDUCACION EN FAVOR DEL DESARROLLO SOCIAL E INFRAESTRUCTURA DEL MUNICIPIO DE TLALNEPANTLA DE BAZ (02073H9058),2022-06-16,2023-06-15,"DESARROLLAR EN LOS PRESTADORES UN SENTIDO DE RESPONSABILIDAD CON LA SOCIEDAD, CONTRIBUIR A SU FORMACION INTEGRAL, CAPACITACION PROFESIONAL, ASÍ COMO INCULCAR PRINCIPIOS Y VALORES ÉTICOS QUE PERMITAN ADQUIRIR UNA ACTITUD DE SERVICIO CON LA COMUNIDAD, MEDIANTE EL CONOCIMIENTO E INVESTIGACIÓN DE SUS PROBLEMAS Y PARTICIPACIÓN EN SU SOLUCIÓN.","CON LA FINALIDAD DE DAR CONTINUIDAD DE SEGUIR APOYANDO A LOS ALUMNOS DE SU DISTINGUIDA ESCUELA DE MANERA PRESENCIAL, SOLICITAMOS APERTURAR ESTE NUEVO PROGRAMA","Calle: ACAMBAY, Núm. exterior: 102, Núm. interior: S/N, Colonia: LA ROMANA, Delegación o Municipio: TLALNEPANTLA DE BAZ",MÓNICA CONTRERAS ÁLVAREZ,"e-mail: serviciosocial@tlalnepantla.gob.mx, Tel: 55 53663800 ext. 3792, Fax:","ASESORÍA, CAPACITACIÓN, MATERIAL Y EQUIPO, OPCIÓN A TESIS, PAPELERÍA,"
ELABORACIÓN DE BASES DE DATOS Y PÁGINAS WEBS.,A. G.A.M. (220700000),10,ALCALDIA DE GUSTAVO A. MADERO,TECNOLOGÍAS DE INFORMACIÓN (20007b0235),2022-02-16,2023-02-15,"Instalación, configuración, actualización y mantenimiento de la red de voz y datos de la Delegación",fortalecer y agilizar los servicios de atención ciudadana.,"Calle: AV. 5 DE FEBRERO ESQ. VICENTE VILLADA, Núm. exterior: S/N, Núm. interior: S/N, Colonia: VILLA GUSTAVO A. MADERO, Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",JAVIER SÁNCHEZ CAMACHO,"e-mail: melenapelayo@yahoo.com.mx, Tel: 51182800 ext. 2107, Fax:","ASESORÍA, CAPACITACIÓN, MATERIAL Y EQUIPO, OPCIÓN A TESIS, PAPELERÍA,"
APOYO Y ASESORÍA A LAS DIFERENTES ÁREAS DE LA ESEO DE ACUERDO CON SU PERFIL Y COMPETENCIAS,ESEO (100101700),10,ESCUELA SUPERIOR DE ENFERMERIA Y OBSTETRICIA,SERVICIO SOCIAL PARA PROGRAMAS MULTIDISCIPLINARIOS ACADEMICO-ADMINISTRATIVOS DEL PLANTEL (02350a1314),2022-02-01,2023-01-31,COADYUVAR EN EL DESARROLLO COMUNITARIO MEDIANTE LA REALIZACION DEACCIONES QUE RESPONDEN A LAS NECESIDADES SOCIALES EXISTENTES Y DIVERSIFICAR EL S.S. DENTRO DE LOS ESPACIOS DE COMPETENCIA PARA PASANTES DEL N.M.S. Y N.S.,"SE REQUIEREN PASANTES DEL AREA DE INFORMATICA ASI COMO CONTADORES, ING. EN SISTEMAS COMPUTACIONALES, TECNICOS EN MAQUINAS Y HERRAMIENTAS PARA APOYO Y ASESORIA EN LAS DIFERENTES AREAS","Calle: CARPIO Y PLAN DE AYALA, Núm. exterior: S/N, Núm. interior: S/N, Colonia: SANTO TOMÀS, Delegación o Municipio: MIGUEL HIDALGO",ITHZIA ANTONIETA SANCHEZ PEREZ,"e-mail: eseo.apoyoedu@ipn.mx, Tel: 57296000 ext 61035, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYAR A LAS ACTIVIDADES ADMINISTRATIVAS,"CECYT NO. 16 "" HIDALGO "" (100016012)",146,"CECYT NO. 16 - CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS NO. 16 "" HIDALGO """,PROGRAMA PARA ALUMNOS EXTERNOS (05642a5429),2022-03-01,2023-02-28,"PRESTAR EL SERVICIO SOCIAL EN EL ORGANISMO PUBLICO, ES UNA OPORTUNIDAD DE ACERCAR AL ALUMNO A CONOCER Y FAMILIARIZARSE CON LOS DIFERENTES TIPOS DE TRAMITES.",DESARROLLAR EN LOS PRESTADORES UNA CONCIENCIA DE COMPROMISO Y PARTICIPACION EN UN AMBIENTE LABORAL QUE LES PERMITA DESARROLLAR Y APLICAR LOS CONOCIMIENTOS Y HABILIDADES QUE HAN ADQUIRIDO DURANTE SU FORMACION ACADEMICA Y PERSONAL EN APOYO A LA SOCIEDAD Y EN LA EMPRESA,"Calle: CARRETERA ""PACHUCA-ACTOPAN"", Núm. exterior: S/N, Núm. interior: S/N, Colonia: SAN AGUSTÍN TLAXIACA, Delegación o Municipio: SAN AGUSTÍN TLAXIACA",ALMA YAROSLAVI MARTÍNEZ CAMPOS,"e-mail: ss.cecyt16@ipn.mx, Tel: 5557296000 Ext. 83805, Fax:","ASESORÍA, CAPACITACIÓN, MATERIAL Y EQUIPO, PAPELERÍA,"
PROCESAR INFORMACIÓN GENERADA EN ÁREAS LEGISLATIVAS Y ADMINISTRATIVAS DE LA CÁMARA DE SENADORES,CAMARA DE SENADORES (230000200),2,CAMARA DE SENADORES,LA APLICACIÓN DE LA INFORMÁTICA EN LA CÁMARA DE SENADORES A DISTANCIA (05002b8698),2022-08-01,2023-07-31,"SISTEMATIZAR LA INFORMACIÓN GENERADA EN LAS ÁREAS LEGISLATIVAS Y ADMINISTRATIVAS LA CÁMARA DE SENADORES, CON EL PROPÓSITO DE AGILIZAR SU PROCESAMIENTO Y DIFUSIÓN INTERNA Y EXTERNA,","DENTRO DEL SENADO ES MUY IMPORTANTE EL MANEJO Y PROCESAMIENTO DE LA INFORMACIÓN, ES POR ELLO QUE A LOS ESTUDIANTES ADSCRITOS SE LES PIDE SU COLABORACIÓN EN LA CREACIÓN Y MANTENIMIENTO DE BASES DE DATOS, PÁGINAS WEB Y APOYO EN SOPORTE TÉCNICO.","Calle: MADRID, Núm. exterior: 62, Núm. interior: P 4, Colonia: TABACALERA, Delegación o Municipio: CUAUHTÉMOC",LUIS ENRIQUE RODRÍGUEZ GODÍNEZ,"e-mail: luis.godinez@senado.gob.mx, Tel: 53253000 ext. 6104, Fax:","ASESORÍA, BIBLIOGRAFÍA,"
"APOYO A LAS ACTIVIDADES ACADÉMICAS, ADMINISTRATIVAS Y DE INVESTIGACIÓN",ESIQIE (100111900),198,ESCUELA SUPERIOR DE INGENIERIA QUIMICA E INDUSTRIAS EXTRACTIVAS,PROGRAMA DE SERVICIO SOCIAL EN APOYO A ESIQIE (02320a1842),2022-03-01,2023-02-28,"APOYAR PROYECTOS Y ACTIVIDADES DE LAS ÁREAS ACADÉMICAS, ADMINISTRATIVAS E INVESTIGACIÓN DE LA ESIQIE.","LOS PROYECTOS Y ACTIVIDADES MULTIDISCIPLINARIAS DE LA ESIQIE, REQUIEREN PRESTADORES CON LOS PERFILES DE LAS DIFERENTES CARRERAS QUE SE IMPARTEN EN EL IPN.","Calle: UPALM, Núm. exterior: EDIF. 6, Núm. interior: PLANTA BAJA, Colonia: ZACATENCO, Delegación o Municipio: GUSTAVO A. MADERO",ANIBAL QUINTANA MORA,"e-mail: aquintanam@ipn.mx, Tel: (55)57296000 Ext:55078, Fax: (55)57296000 Ext:55077","ASESORÍA, BIBLIOGRAFÍA, MATERIAL Y EQUIPO, PAPELERÍA,"
"APOYO A LAS ACTIVIDADES ACADÉMICAS, ADMINISTRATIVAS E INVESTIGACIÓN DE LA ESIA TICOMAN A DISTANCIA",ESIA TICOMAN (100108700),10,"ESCUELA SUPERIOR DE INGENIERIA Y ARQUITECTURA, UNIDAD TICOMAN",PROGRAMA DE SERVICIO SOCIAL DE APOYO DE ESIA TICOMAN (02260a1756),2022-04-01,2023-03-31,Apoyar a estudiantes y egresados del IPN para realizar Servicio Social en actividades relacionadas con Ciencias de la tierra.,"El incremento en la poblacion estudiantil y los proyectos de colaboracion con institutciones educativas y de gobierno requieren de personal calificado para cumplir con las actividades administrativas, de docencia e investigacion de las ESIA Ticoman.","Calle: TICOMAN, Núm. exterior: 600, Núm. interior: S/N, Colonia: SAN JOSE TICOMAN, Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",AZUCENA CHAVIRA GONZALEZ,"e-mail: aortizu@ipn.mx, Tel: (55)57296000 ext:56019, Fax: (55)57296000 ext:56050","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, MATERIAL Y EQUIPO, PAPELERÍA,"
"CAPAZ DE ANALIZAR SITUACIONES, CON PROBLEMAS MEDIANTE SISTEMAS COMPUTACIONES, OFRECER SOLUCIONES","ESTUDIOS CHURUBUSCO AZTECA, S.A. (241330030)",4,"ESTUDIOS CHURUBUSCO AZTECA, S.A.",PROYECTO DE MODERNIZACIÓN ADMINISTRATIVA Y OPERATIVA ECHASA 2010 (08110c2244),2022-06-16,2023-06-15,"PROPORCIONAR AL PASANTE LA OPORTUNIDAD DE ADQUIRIR LA 1ra. EXPERIENCIA A NIVEL LABORAL, ASI COMO HACER MAS EFICIENTE LOS PROCESOS QUE SE LLEVAN A CABO DENTRO DE LAS AREAS DE ECHASA|","LOS PRESTADORES DE SERVICIO SOCIAL Y/O PRACTICAS PROFESIONALES ESTARÁN CAPACITADOS ASI COMO PUEDEN INOVAR O MEJORAR LAS IDEAS QUE BENEFICIEN A LOS ESTUDIOS, APLICACION DE SUS CONOCIMIENTOS TEORICOS-PRACTICOS","Calle: ATLETAS, Núm. exterior: 02, Núm. interior: S/N, Colonia: COUNTRY CLUB, Delegación o Municipio: COYOACAN",PATRICIA OROZPE GUZMÁN,"e-mail: soropeza@estudioschurubusco.com, Tel: 5555493060 EXT 4233, Fax: 55491418","CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
SERVICIO SOCIAL A DISTANCIA,OHKA (400013361),0,"CONSULTORA OHKASIS, S.A. DE C.V.",SERVICIO SOCIAL A DISTANCIA (05563l8518),2022-03-01,2023-02-28,"Apoyo en la formación en desarrollo de aplicaciones móviles, en diferentes lenguajes de programación (Java, Obj-C, Html5, js, entre otros). Formación en desarrollo de aplicaciones web y bases de datos, en diferentes plataformas y frameworks (Spring, web2py, SQLite, MongoDB..etc). Formación en Infraestructura, instalación y configuración de sistema operativo linux, bash scripts, administración de servidores a distancia","Consultora Ohkasis en su misión y visión plantea el apoyo a la formación de profesionales altamente capacitados a nivel nacional e internacional en el sector de tecnologías de la información, que puedan responder a la creciente demanda de trabajo e investigación en el área, colaborando al desarrollo científico y tecnológico del país, a distancia","Calle: MONTECITO, Núm. exterior: 38, Núm. interior: S/N, Colonia: NAPOLES, Delegación o Municipio: BENITO JUÁREZ",RODRIGO VIGNETTES BAUTISTA,"e-mail: sfuentes@ohkasystems.com, Tel: 55 6730 1389, Fax:","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
